position,artist,title,year,week,language
18,"Mikael Gabriel, Vesa-Matti Loiri",Lennokki,2019,16,Finnish
19,Daddy Yankee,Con Calma,2019,16,Spanish
20,Billie Eilish,Bury A Friend,2019,16,English
1,JVG,Ikuinen Vappu,2019,17,Finnish
2,Billie Eilish,Bad Guy,2019,17,English
3,Avicii,Sos,2019,17,English
4,"MKDMSK, Pyhimys",Surullinen Klovni,2019,17,Finnish
5,"Lukas Leon,etta",Rooma (Feat. Etta),2019,17,Finnish
6,"Lil Nas X,billy Ray Cyrus",Old Town Road - Remix,2019,17,English
7,Lil Nas X,Old Town Road,2019,17,English
8,"Dj Oku Luukkainen,hesaäijä",7300 Päivää (Feat. Erika Vikman & Danny),2019,17,Finnish
9,Mabel,Don't Call Me Up,2019,17,English
10,Stereo,Vuosien Päästä (Feat. Etta),2019,17,Finnish
11,Juno,Hätäraketteja (Feat. Rosi),2019,17,Finnish
12,"Alan Walker,sabrina Carpenter,farruko",On My Way,2019,17,English
13,Ava Max,So Am I,2019,17,English
14,"Pikku G, Ilta",Mitä Sulle Jää (Feat. Ilta),2019,17,Finnish
15,Daddy Yankee,Con Calma,2019,17,Spanish
16,Spekti,Pitkä Perjantai,2019,17,Finnish
17,Tungevaag & Raaban,Million Lights,2019,17,English
18,Alec Benjamin,Let Me Down Slowly,2019,17,English
19,Ida Paul & Kalle Lindroth,Hullu Exä,2019,17,Finnish
20,"BTS, Halsey",Boy With Luv (Feat. Halsey),2019,17,English
1,JVG,Ikuinen Vappu,2019,18,Finnish
2,Billie Eilish,Bad Guy,2019,18,English
3,Avicii,Sos,2019,18,English
4,"MKDMSK, Pyhimys",Surullinen Klovni,2019,18,Finnish
5,"Lil Nas X,billy Ray Cyrus",Old Town Road - Remix,2019,18,English
6,Lil Nas X,Old Town Road,2019,18,English
7,Mabel,Don't Call Me Up,2019,18,English
8,"Lukas Leon,etta",Rooma (Feat. Etta),2019,18,Finnish
9,"Teflon Brothers,stereo",Marijuana,2019,18,Croatian
10,"Dj Oku Luukkainen,hesaäijä",7300 Päivää (Feat. Erika Vikman & Danny),2019,18,Finnish
11,Stereo,Vuosien Päästä (Feat. Etta),2019,18,Finnish
12,Pasi Ja Anssi,Tilttiin,2019,18,Finnish
13,Daddy Yankee,Con Calma,2019,18,Spanish
14,Ava Max,So Am I,2019,18,English
15,"Alan Walker,sabrina Carpenter,farruko",On My Way,2019,18,English
16,Taylor Swift,Me! (Feat. Brendon Urie Of Panic! At The Disco),2019,18,English
17,"Pikku G, Ilta",Mitä Sulle Jää (Feat. Ilta),2019,18,Finnish
18,Tungevaag & Raaban,Million Lights,2019,18,English
19,Keko Salata,Vanha (Feat. Behm),2019,18,Finnish
20,Petri Nygård,Sunnuntaibuffet,2019,18,Finnish
1,JVG,Ikuinen Vappu,2019,19,Finnish
2,Sanni,Hei Kevät,2019,19,Finnish
3,Billie Eilish,Bad Guy,2019,19,English
4,Avicii,Sos,2019,19,English
5,"MKDMSK, Pyhimys",Surullinen Klovni,2019,19,Finnish
6,"Lil Nas X,billy Ray Cyrus",Old Town Road - Remix,2019,19,English
7,Nelli Matula,Helposti Särkyvää,2019,19,Finnish
8,Logic,Homicide,2019,19,English
9,Adi L Hasla,Ei Saada Takasin Meit,2019,19,Finnish
10,Keko Salata,Vanha (Feat. Behm),2019,19,Finnish
11,Lil Nas X,Old Town Road,2019,19,English
12,Mabel,Don't Call Me Up,2019,19,English
13,Stereo,Vuosien Päästä (Feat. Etta),2019,19,Finnish
14,"Lukas Leon,etta",Rooma (Feat. Etta),2019,19,Finnish
15,"Dj Oku Luukkainen,hesaäijä",7300 Päivää (Feat. Erika Vikman & Danny),2019,19,Finnish
16,Taylor Swift,Me! (Feat. Brendon Urie Of Panic! At The Disco),2019,19,English
17,Pasi Ja Anssi,Tilttiin,2019,19,Finnish
18,Daddy Yankee,Con Calma,2019,19,Spanish
19,Shawn Mendes,If I Can't Have You,2019,19,English
20,Ava Max,So Am I,2019,19,English
1,"Ed Sheeran,justin Bieber",I Don't Care (With Justin Bieber),2019,20,English
2,JVG,Ikuinen Vappu,2019,20,Finnish
3,Billie Eilish,Bad Guy,2019,20,English
4,Sanni,Hei Kevät,2019,20,Finnish
5,"Lil Nas X,billy Ray Cyrus",Old Town Road - Remix,2019,20,English
6,Avicii,Sos,2019,20,English
7,"MKDMSK, Pyhimys",Surullinen Klovni,2019,20,Finnish
8,Gettomasa,Enempää,2019,20,Finnish
9,Adi L Hasla,Ei Saada Takasin Meit,2019,20,Finnish
10,Logic,Homicide,2019,20,English
11,Nelli Matula,Helposti Särkyvää,2019,20,Finnish
12,Keko Salata,Vanha (Feat. Behm),2019,20,Finnish
13,Shawn Mendes,If I Can't Have You,2019,20,English
14,Avicii,Tough Love,2019,20,English
15,Mabel,Don't Call Me Up,2019,20,English
16,Stereo,Vuosien Päästä (Feat. Etta),2019,20,Finnish
17,Lil Nas X,Old Town Road,2019,20,English
18,"Pyhimys,saimaa",Optinen Harha (Feat. Ellips),2019,20,Finnish
19,"Lukas Leon,etta",Rooma (Feat. Etta),2019,20,Finnish
20,"Dj Oku Luukkainen,hesaäijä",7300 Päivää (Feat. Erika Vikman & Danny),2019,20,Finnish
1,"Ed Sheeran,justin Bieber",I Don't Care (With Justin Bieber),2019,21,English
2,JVG,Ikuinen Vappu,2019,21,Finnish
3,Billie Eilish,Bad Guy,2019,21,English
4,Gasellit,Suojaus Petti,2019,21,Finnish
5,"Lil Nas X,billy Ray Cyrus",Old Town Road - Remix,2019,21,English
6,Avicii,Sos,2019,21,English
7,Sanni,Hei Kevät,2019,21,Finnish
8,"MKDMSK, Pyhimys",Surullinen Klovni,2019,21,Finnish
9,Cledos,Pidäkii,2019,21,Finnish
10,Adi L Hasla,Ei Saada Takasin Meit,2019,21,Finnish
11,Keko Salata,Vanha (Feat. Behm),2019,21,Finnish
12,Portion Boys,Mieleni Pahotin,2019,21,Finnish
13,ABREU,Se Syö Naista,2019,21,Finnish
14,Avicii,Tough Love,2019,21,English
15,Nelli Matula,Helposti Särkyvää,2019,21,Finnish
16,Gettomasa,Enempää,2019,21,Finnish
17,Mabel,Don't Call Me Up,2019,21,English
18,Daddy Yankee,Con Calma,2019,21,Spanish
19,"Dj Oku Luukkainen,hesaäijä",7300 Päivää (Feat. Erika Vikman & Danny),2019,21,Finnish
20,Stereo,Vuosien Päästä (Feat. Etta),2019,21,Finnish
1,JVG,Ikuinen Vappu,2019,22,Finnish
2,"Ed Sheeran,justin Bieber",I Don't Care (With Justin Bieber),2019,22,English
3,Billie Eilish,Bad Guy,2019,22,English
4,Gettomasa,Silmät,2019,22,Finnish
5,"Lil Nas X,billy Ray Cyrus",Old Town Road - Remix,2019,22,English
6,Dj Ilg,Löikö Mörkö Sisään? (Feat. Antero Mertaranta),2019,22,Swedish
7,Poju,Poika Saunoo,2019,22,Finnish
8,Gasellit,Suojaus Petti,2019,22,Finnish
9,"MKDMSK, Pyhimys",Surullinen Klovni,2019,22,Finnish
10,Gettomasa,Enempää,2019,22,Finnish
11,Roope Salminen & Koirat,Karavaani,2019,22,Finnish
12,Avicii,Sos,2019,22,English
13,Sanni,Hei Kevät,2019,22,Finnish
14,"Ed Sheeran,chance The Rapper,pnb Rock",Cross Me (Feat. Chance The Rapper & Pnb Rock),2019,22,English
15,Adi L Hasla,Ei Saada Takasin Meit,2019,22,Finnish
16,Keko Salata,Vanha (Feat. Behm),2019,22,Finnish
17,Gettomasa,Muijii Stadis,2019,22,Finnish
18,Portion Boys,Mieleni Pahotin,2019,22,Finnish
19,Cledos,Pidäkii,2019,22,Finnish
20,ABREU,Se Syö Naista,2019,22,Finnish
1,JVG,Frisbee,2019,23,Finnish
2,Gettomasa,Silmät,2019,23,Finnish
3,JVG,Ikuinen Vappu,2019,23,Finnish
4,"Ed Sheeran,justin Bieber",I Don't Care (With Justin Bieber),2019,23,English
5,Billie Eilish,Bad Guy,2019,23,English
6,"Lil Nas X,billy Ray Cyrus",Old Town Road - Remix,2019,23,English
7,"Pikku G,jenna Alexa",Pantomiimi (Feat. Jenna Alexa),2019,23,Finnish
8,Gasellit,Suojaus Petti,2019,23,Finnish
9,"Ed Sheeran,chance The Rapper,pnb Rock",Cross Me (Feat. Chance The Rapper & Pnb Rock),2019,23,English
10,"MKDMSK, Pyhimys",Surullinen Klovni,2019,23,Finnish
11,Dj Ilg,Löikö Mörkö Sisään? (Feat. Antero Mertaranta),2019,23,Swedish
12,Elastinen,Sua Seuraa Aurinko,2019,23,Finnish
13,Avicii,Sos,2019,23,English
14,Roope Salminen & Koirat,Karavaani,2019,23,Finnish
15,Gettomasa,Muijii Stadis,2019,23,Finnish
16,Sanni,Hei Kevät,2019,23,Finnish
17,Adi L Hasla,Ei Saada Takasin Meit,2019,23,Finnish
18,Gettomasa,Enempää,2019,23,Finnish
19,Daddy Yankee,Con Calma,2019,23,Spanish
20,Keko Salata,Vanha (Feat. Behm),2019,23,Finnish
1,JVG,Frisbee,2019,24,Finnish
2,Gettomasa,Silmät,2019,24,Finnish
3,JVG,Ikuinen Vappu,2019,24,Finnish
4,"Ed Sheeran,justin Bieber",I Don't Care (With Justin Bieber),2019,24,English
5,Billie Eilish,Bad Guy,2019,24,English
6,Teflon Brothers,Juhannussimaa,2019,24,Finnish
7,"Lil Nas X,billy Ray Cyrus",Old Town Road - Remix,2019,24,English
8,Avicii,Heaven,2019,24,English
9,Avicii,Sos,2019,24,English
10,"Ed Sheeran,chance The Rapper,pnb Rock",Cross Me (Feat. Chance The Rapper & Pnb Rock),2019,24,English
11,"Pikku G,jenna Alexa",Pantomiimi (Feat. Jenna Alexa),2019,24,Finnish
12,Gasellit,Suojaus Petti,2019,24,Finnish
13,"MKDMSK, Pyhimys",Surullinen Klovni,2019,24,Finnish
14,Daddy Yankee,Con Calma,2019,24,Spanish
15,Gettomasa,Muijii Stadis,2019,24,Finnish
16,"R3Hab,a Touch Of Class",All Around The World (La La La),2019,24,Catalan
17,Roope Salminen & Koirat,Karavaani,2019,24,Finnish
18,Sanni,Hei Kevät,2019,24,Finnish
19,"Martin Garrix,macklemore,fall Out Boy",Summer Days (Feat. Macklemore & Patrick Stump Of Fall Out Boy),2019,24,English
20,Benjamin,Orgasmi,2019,24,Finnish
1,JVG,Frisbee,2019,25,Finnish
2,JVG,Ikuinen Vappu,2019,25,Finnish
3,JVG,Ehdottomasti Ehkä,2019,25,Finnish
4,JVG,Kalenterist Tilaa (Feat. Evelina),2019,25,Finnish
5,JVG,Lite Bättre,2019,25,Finnish
6,Gettomasa,Silmät,2019,25,Finnish
7,JVG,Netti Ei Unohda (Feat. Ibe),2019,25,Finnish
8,JVG,Rata/raitti,2019,25,Finnish
9,Teflon Brothers,Juhannussimaa,2019,25,Finnish
10,Billie Eilish,Bad Guy,2019,25,English
11,"Ed Sheeran,justin Bieber",I Don't Care (With Justin Bieber),2019,25,English
12,JVG,Spagettipyssyt,2019,25,Finnish
13,"Lil Nas X,billy Ray Cyrus",Old Town Road - Remix,2019,25,English
14,JVG,Huoli Pois (Feat. Pete Parkkonen),2019,25,Finnish
15,"Ed Sheeran,chance The Rapper,pnb Rock",Cross Me (Feat. Chance The Rapper & Pnb Rock),2019,25,English
16,JVG,Häikäsee (Feat. Reino Nordin),2019,25,Finnish
17,"Pikku G,jenna Alexa",Pantomiimi (Feat. Jenna Alexa),2019,25,Finnish
18,Apulanta,Lokin Päällä Lokki,2019,25,Finnish
19,"R3Hab,a Touch Of Class",All Around The World (La La La),2019,25,Catalan
20,Avicii,Heaven,2019,25,English
1,JVG,Frisbee,2019,26,Finnish
2,JVG,Ikuinen Vappu,2019,26,Finnish
3,Teflon Brothers,Juhannussimaa,2019,26,Finnish
4,"Shawn Mendes, Camila Cabello",Señorita,2019,26,English
5,Gettomasa,Silmät,2019,26,Finnish
6,"Ed Sheeran,justin Bieber",I Don't Care (With Justin Bieber),2019,26,English
7,Billie Eilish,Bad Guy,2019,26,English
8,"Lil Nas X,billy Ray Cyrus",Old Town Road - Remix,2019,26,English
9,JVG,Ehdottomasti Ehkä,2019,26,Finnish
10,JVG,Kalenterist Tilaa (Feat. Evelina),2019,26,Finnish
11,"Ed Sheeran,chance The Rapper,pnb Rock",Cross Me (Feat. Chance The Rapper & Pnb Rock),2019,26,English
12,"Pikku G,jenna Alexa",Pantomiimi (Feat. Jenna Alexa),2019,26,Finnish
13,JVG,Lite Bättre,2019,26,Finnish
14,"R3Hab,a Touch Of Class",All Around The World (La La La),2019,26,Catalan
15,Apulanta,Lokin Päällä Lokki,2019,26,Finnish
16,Jubël,On The Beach,2019,26,English
17,Gasellit,Suojaus Petti,2019,26,Finnish
18,Arttu Lindeman,Leijonii (Feat. Jake Lahest),2019,26,Finnish
19,Arttu Wiskari,Suomen Muotoisen Pilven Alla,2019,26,Finnish
20,JVG,Netti Ei Unohda (Feat. Ibe),2019,26,Finnish
1,"Shawn Mendes ,camila Cabello",Señorita,2019,27,English
2,JVG,Frisbee,2019,27,Finnish
3,Sanni,Pommi (Pampampam),2019,27,Finnish
4,JVG,Ikuinen Vappu,2019,27,Finnish
5,Billie Eilish,Bad Guy,2019,27,English
6,"Ed Sheeran,khalid",Beautiful People (Feat. Khalid),2019,27,English
7,Gettomasa,Silmät,2019,27,Finnish
8,Apulanta,Lokin Päällä Lokki,2019,27,Finnish
9,"Ed Sheeran,chance The Rapper,pnb Rock",Cross Me (Feat. Chance The Rapper & Pnb Rock),2019,27,English
10,JVG,Kalenterist Tilaa (Feat. Evelina),2019,27,Finnish
11,"R3Hab,a Touch Of Class",All Around The World (La La La),2019,27,Catalan
12,"Ed Sheeran,justin Bieber",I Don't Care (With Justin Bieber),2019,27,English
13,JVG,Ehdottomasti Ehkä,2019,27,Finnish
14,"Pikku G,jenna Alexa",Pantomiimi (Feat. Jenna Alexa),2019,27,Finnish
15,"Lil Nas X,billy Ray Cyrus",Old Town Road - Remix,2019,27,English
16,Sanni,Hei Kevät,2019,27,Finnish
17,Sanni,Psykologi,2019,27,Finnish
18,Jubël,On The Beach,2019,27,English
19,Teflon Brothers,Juhannussimaa,2019,27,Finnish
20,JVG,Lite Bättre,2019,27,Finnish
1,"Shawn Mendes,camila Cabello",Señorita,2019,28,English
2,JVG,Frisbee,2019,28,Finnish
3,Sanni,Pommi (Pampampam),2019,28,Finnish
4,JVG,Ikuinen Vappu,2019,28,Finnish
5,Billie Eilish,Bad Guy,2019,28,English
6,Gettomasa,Silmät,2019,28,Finnish
7,Apulanta,Lokin Päällä Lokki,2019,28,Finnish
8,"Ed Sheeran,khalid",Beautiful People (Feat. Khalid),2019,28,English
9,Post Malone,Goodbyes (Feat. Young Thug),2019,28,English
10,"R3Hab,a Touch Of Class",All Around The World (La La La),2019,28,Catalan
11,"Ellinoora,gasellit",Aatelisii (Feat. Gasellit),2019,28,Finnish
12,JVG,Kalenterist Tilaa (Feat. Evelina),2019,28,Finnish
13,"Lil Nas X,billy Ray Cyrus",Old Town Road - Remix,2019,28,English
14,"Pikku G,jenna Alexa",Pantomiimi (Feat. Jenna Alexa),2019,28,Finnish
15,Petri Nygård,Suomineidot,2019,28,Finnish
16,"Ed Sheeran,chance The Rapper,pnb Rock",Cross Me (Feat. Chance The Rapper & Pnb Rock),2019,28,English
17,"Ed Sheeran,justin Bieber",I Don't Care (With Justin Bieber),2019,28,English
18,Jubël,On The Beach,2019,28,English
19,JVG,Ehdottomasti Ehkä,2019,28,Finnish
20,Meduza,Piece Of Your Heart,2019,28,English
1,"Shawn Mendes,camila Cabello",Señorita,2019,29,English
2,JVG,Frisbee,2019,29,Finnish
3,"Ed Sheeran,khalid",Beautiful People (Feat. Khalid),2019,29,English
4,Post Malone,Goodbyes (Feat. Young Thug),2019,29,English
5,JVG,Ikuinen Vappu,2019,29,Finnish
6,Apulanta,Lokin Päällä Lokki,2019,29,Finnish
7,Sanni,Pommi (Pampampam),2019,29,Finnish
8,"Ed Sheeran,chance The Rapper,pnb Rock",Cross Me (Feat. Chance The Rapper & Pnb Rock),2019,29,English
9,Gettomasa,Silmät,2019,29,Finnish
10,Billie Eilish,Bad Guy,2019,29,English
11,"Ed Sheeran,justin Bieber",I Don't Care (With Justin Bieber),2019,29,English
12,"Ed Sheeran,camila Cabello,cardi B",South Of The Border (Feat. Camila Cabello & Cardi B),2019,29,English
13,"Ed Sheeran,eminem,50 Cent",Remember The Name (Feat. Eminem & 50 Cent),2019,29,English
14,JVG,Kalenterist Tilaa (Feat. Evelina),2019,29,Finnish
15,"Ed Sheeran,travis Scott",Antisocial (With Travis Scott),2019,29,English
16,"R3Hab,a Touch Of Class",All Around The World (La La La),2019,29,Catalan
17,"Ellinoora,gasellit",Aatelisii (Feat. Gasellit),2019,29,Finnish
18,"Pikku G,jenna Alexa",Pantomiimi (Feat. Jenna Alexa),2019,29,Finnish
19,"Lil Nas X,billy Ray Cyrus",Old Town Road - Remix,2019,29,English
20,Jubël,On The Beach,2019,29,English
1,"Shawn Mendes,camila Cabello",Señorita,2019,30,English
2,"Ed Sheeran,khalid",Beautiful People (Feat. Khalid),2019,30,English
3,JVG,Frisbee,2019,30,Finnish
4,Post Malone,Goodbyes (Feat. Young Thug),2019,30,English
5,JVG,Ikuinen Vappu,2019,30,Finnish
6,Apulanta,Lokin Päällä Lokki,2019,30,Finnish
7,"Ed Sheeran,camila Cabello,cardi B",South Of The Border (Feat. Camila Cabello & Cardi B),2019,30,English
8,"Ed Sheeran,chance The Rapper,pnb Rock",Cross Me (Feat. Chance The Rapper & Pnb Rock),2019,30,English
9,"Ed Sheeran,justin Bieber",I Don't Care (With Justin Bieber),2019,30,English
10,Sanni,Pommi (Pampampam),2019,30,Finnish
11,Gettomasa,Silmät,2019,30,Finnish
12,"Ed Sheeran,travis Scott",Antisocial (With Travis Scott),2019,30,English
13,Spekti,Ennen Ku Mä Delaan,2019,30,Finnish
14,"Ed Sheeran,eminem,50 Cent",Remember The Name (Feat. Eminem & 50 Cent),2019,30,English
15,Billie Eilish,Bad Guy,2019,30,English
16,JVG,Kalenterist Tilaa (Feat. Evelina),2019,30,Finnish
17,"R3Hab,a Touch Of Class",All Around The World (La La La),2019,30,Catalan
18,Jubël,On The Beach,2019,30,English
19,Meduza,Piece Of Your Heart,2019,30,English
20,"Seksikäs-Suklaa,dosdela",Mikä Kesä,2019,30,Finnish
1,"Shawn Mendes,camila Cabello",Señorita,2019,31,English
2,"Ed Sheeran,khalid",Beautiful People (Feat. Khalid),2019,31,English
3,Apulanta,Lokin Päällä Lokki,2019,31,Finnish
4,JVG,Ikuinen Vappu,2019,31,Finnish
5,Tones And I,Dance Monkey,2019,31,English
6,"Ed Sheeran,justin Bieber",I Don't Care (With Justin Bieber),2019,31,English
7,JVG,Frisbee,2019,31,Finnish
8,Post Malone,Goodbyes (Feat. Young Thug),2019,31,English
9,"Ed Sheeran,chance The Rapper,pnb Rock",Cross Me (Feat. Chance The Rapper & Pnb Rock),2019,31,English
10,Gettomasa,Silmät,2019,31,Finnish
11,"Ed Sheeran,camila Cabello,cardi B",South Of The Border (Feat. Camila Cabello & Cardi B),2019,31,English
12,Spekti,Ennen Ku Mä Delaan,2019,31,Finnish
13,Sanni,Pommi (Pampampam),2019,31,Finnish
14,"Ed Sheeran,travis Scott",Antisocial (With Travis Scott),2019,31,English
15,"Seksikäs-Suklaa,dosdela",Mikä Kesä,2019,31,Finnish
16,Billie Eilish,Bad Guy,2019,31,English
17,Jubël,On The Beach,2019,31,English
18,JVG,Kalenterist Tilaa (Feat. Evelina),2019,31,Finnish
19,Meduza,Piece Of Your Heart,2019,31,English
20,"R3Hab,a Touch Of Class",All Around The World (La La La),2019,31,Catalan
1,"Shawn Mendes,camila Cabello",Señorita,2019,32,English
2,Tones And I,Dance Monkey,2019,32,English
3,"Ed Sheeran,khalid",Beautiful People (Feat. Khalid),2019,32,English
4,Apulanta,Lokin Päällä Lokki,2019,32,Finnish
5,Lil Tecca,Ransom,2019,32,English
6,Nelli Matula,Koske,2019,32,Finnish
7,JVG,Ikuinen Vappu,2019,32,Finnish
8,Post Malone,Goodbyes (Feat. Young Thug),2019,32,English
9,Gettomasa,Silmät,2019,32,Finnish
10,Spekti,Ennen Ku Mä Delaan,2019,32,Finnish
11,JVG,Frisbee,2019,32,Finnish
12,"Ariana Grande,social House",Boyfriend (With Social House),2019,32,English
13,Kymppilinja ,Kaikki Tytöt,2019,32,Finnish
14,"Ed Sheeran,justin Bieber",I Don't Care (With Justin Bieber),2019,32,English
15,"Seksikäs-Suklaa,dosdela",Mikä Kesä,2019,32,Finnish
16,"Y2K,bbno$",Lalala,2019,32,English
17,Sanni,Pommi (Pampampam),2019,32,Finnish
18,Billie Eilish,Bad Guy,2019,32,English
19,"Ed Sheeran,chance The Rapper,pnb Rock",Cross Me (Feat. Chance The Rapper & Pnb Rock),2019,32,English
20,"Ed Sheeran,camila Cabello,cardi B",South Of The Border (Feat. Camila Cabello & Cardi B),2019,32,English
1,Pyhimys,Muistuta Mua,2019,33,Finnish
2,"Shawn Mendes,camila Cabello",Señorita,2019,33,English
3,Tones And I,Dance Monkey,2019,33,English
4,Lil Tecca,Ransom,2019,33,English
5,Nelli Matula,Koske,2019,33,Finnish
6,Apulanta,Lokin Päällä Lokki,2019,33,Finnish
7,ABREU,Sytyn,2019,33,Finnish
8,"Ed Sheeran,khalid",Beautiful People (Feat. Khalid),2019,33,English
9,Rammstein,Deutschland,2019,33,German
10,Post Malone,Goodbyes (Feat. Young Thug),2019,33,English
11,JVG,Ikuinen Vappu,2019,33,Finnish
12,Gettomasa,Silmät,2019,33,Finnish
13,"Ariana Grande,social House",Boyfriend (With Social House),2019,33,English
14,Kymppilinja ,Kaikki Tytöt,2019,33,Finnish
15,JVG,Frisbee,2019,33,Finnish
16,Spekti,Ennen Ku Mä Delaan,2019,33,Finnish
17,"Y2K,bbno$",Lalala,2019,33,English
18,Meduza,Piece Of Your Heart,2019,33,English
19,JVG,Kalenterist Tilaa (Feat. Evelina),2019,33,Finnish
20,Billie Eilish,Bad Guy,2019,33,English
1,Pyhimys,Muistuta Mua,2019,34,Finnish
2,Tones And I,Dance Monkey,2019,34,English
3,"Shawn Mendes,camila Cabello",Señorita,2019,34,English
4,Lil Tecca,Ransom,2019,34,English
5,ABREU,Sytyn,2019,34,Finnish
6,Apulanta,Lokin Päällä Lokki,2019,34,Finnish
7,"Ed Sheeran,khalid",Beautiful People (Feat. Khalid),2019,34,English
8,JVG,Ikuinen Vappu,2019,34,Finnish
9,Nelli Matula,Koske,2019,34,Finnish
10,Isac Elliot,Waiting Game,2019,34,English
11,Post Malone,Goodbyes (Feat. Young Thug),2019,34,English
12,Gettomasa,Silmät,2019,34,Finnish
13,Rammstein,Deutschland,2019,34,German
14,Kymppilinja ,Kaikki Tytöt,2019,34,Finnish
15,JVG,Frisbee,2019,34,Finnish
16,Spekti,Ennen Ku Mä Delaan,2019,34,Finnish
17,"Y2K,bbno$",Lalala,2019,34,English
18,JVG,Kalenterist Tilaa (Feat. Evelina),2019,34,Finnish
19,Juno,Vaikutuksen Alainen,2019,34,Finnish
20,Billie Eilish,Bad Guy,2019,34,English
1,Tones And I,Dance Monkey,2019,35,English
2,Pyhimys,Muistuta Mua,2019,35,Finnish
3,"Shawn Mendes,camila Cabello",Señorita,2019,35,English
4,Lil Tecca,Ransom,2019,35,English
5,Tuure Boelius,Tytöt Tykkää,2019,35,Finnish
6,Mäkki,Satasen Laina,2019,35,Finnish
7,ABREU,Sytyn,2019,35,Finnish
8,Isac Elliot,Waiting Game,2019,35,English
9,Apulanta,Lokin Päällä Lokki,2019,35,Finnish
10,"Ed Sheeran,khalid",Beautiful People (Feat. Khalid),2019,35,English
11,JVG,Ikuinen Vappu,2019,35,Finnish
12,Post Malone,Goodbyes (Feat. Young Thug),2019,35,English
13,Lewis Capaldi,Someone You Loved,2019,35,English
14,Nelli Matula,Koske,2019,35,Finnish
15,Gettomasa,Silmät,2019,35,Finnish
16,Billie Eilish,Bad Guy,2019,35,English
17,"Y2K,bbno$",Lalala,2019,35,English
18,JVG,Kalenterist Tilaa (Feat. Evelina),2019,35,Finnish
19,Kymppilinja ,Kaikki Tytöt,2019,35,Finnish
20,Benjamin,Näytä Mulle Ne,2019,35,Finnish
1,Tones And I,Dance Monkey,2019,36,English
2,Pyhimys,Muistuta Mua,2019,36,Finnish
3,"Shawn Mendes,camila Cabello",Señorita,2019,36,English
4,Ellinoora,Veitset,2019,36,Finnish
5,Lil Tecca,Ransom,2019,36,English
6,Post Malone,Circles,2019,36,English
7,ABREU,Sytyn,2019,36,Finnish
8,Mäkki,Satasen Laina,2019,36,Finnish
9,Apulanta,Lokin Päällä Lokki,2019,36,Finnish
10,"Lukas Leon,f",F U (Feat. F),2019,36,Finnish
11,JVG,Ikuinen Vappu,2019,36,Finnish
12,"Ed Sheeran,khalid",Beautiful People (Feat. Khalid),2019,36,English
13,Isac Elliot,Waiting Game,2019,36,English
14,Tuure Boelius,Tytöt Tykkää,2019,36,Finnish
15,Lewis Capaldi,Someone You Loved,2019,36,English
16,"K-391,alan Walker,tungevaag",Play,2019,36,English
17,"Y2K,bbno$",Lalala,2019,36,English
18,Gettomasa,Silmät,2019,36,Finnish
19,Post Malone,Goodbyes (Feat. Young Thug),2019,36,English
20,Billie Eilish,Bad Guy,2019,36,English
1,Tones And I,Dance Monkey,2019,37,English
2,Lauri Tähkä,Blaablaa (En Kuule Sanaakaan) [Vain Elämää Kausi 10],2019,37,Finnish
3,Pyhimys,Muistuta Mua,2019,37,Finnish
4,"Shawn Mendes,camila Cabello",Señorita,2019,37,English
5,Post Malone,Circles,2019,37,English
6,Elastinen,Keinutaan (Vain Elämää Kausi 10),2019,37,Finnish
7,Samu,Hanuri (Vain Elämää Kausi 10),2019,37,Finnish
8,JVG,Rahan Takii (Vain Elämää Kausi 10),2019,37,Finnish
9,Lil Tecca,Ransom,2019,37,English
10,Ellinoora,Veitset,2019,37,Finnish
11,"K-391,alan Walker,tungevaag",Play,2019,37,English
12,ABREU,Sytyn,2019,37,Finnish
13,Post Malone,Hollywood's Bleeding,2019,37,English
14,Erin,Mä Hiihdän (Vain Elämää Kausi 10),2019,37,Finnish
15,Vesala,Nyt Kommentoin (En Kommentoi) [Vain Elämää Kausi 10],2019,37,Finnish
16,Post Malone,Saint-Tropez,2019,37,English
17,Apulanta,Lokin Päällä Lokki,2019,37,Finnish
18,Post Malone,Goodbyes (Feat. Young Thug),2019,37,English
19,Lewis Capaldi,Someone You Loved,2019,37,English
20,JVG,Ikuinen Vappu,2019,37,Finnish
1,Tones And I,Dance Monkey,2019,38,English
2,Lauri Tähkä,Blaablaa (En Kuule Sanaakaan) [Vain Elämää Kausi 10],2019,38,Finnish
3,Pyhimys,Muistuta Mua,2019,38,Finnish
4,"Shawn Mendes,camila Cabello",Señorita,2019,38,English
5,Elastinen,Keinutaan (Vain Elämää Kausi 10),2019,38,Finnish
6,Antti Tuisku,Joku Raja (Vain Elämää Kausi 10),2019,38,Finnish
7,Samu,Hanuri (Vain Elämää Kausi 10),2019,38,Finnish
8,Villegalle,Pikkuveli (Vain Elämää Kausi 10),2019,38,Finnish
9,Post Malone,Circles,2019,38,English
10,"Ariana Grande, Miley Cyrus, Lana Del Rey",Don’T Call Me Angel (Charlie’S Angels),2019,38,English
11,JVG,Rahan Takii (Vain Elämää Kausi 10),2019,38,Finnish
12,Lil Tecca,Ransom,2019,38,English
13,Kube,Japanese Drip,2019,38,Finnish
14,ABREU,Sytyn,2019,38,Finnish
15,"K-391,alan Walker,tungevaag",Play,2019,38,English
16,Ellinoora,Veitset,2019,38,Finnish
17,Post Malone,Hollywood's Bleeding,2019,38,English
18,Lewis Capaldi,Someone You Loved,2019,38,English
