artist,country,language,place_final,points_final,title,year
Secret Garden,Norway,Norwegian,1.0,148.0,Nocturne,1995
Justyna,Poland,Polish,18.0,15.0,Sama,1995
Tó Cruz,Portugal,Portuguese,21.0,5.0,Baunilha E Chocolate,1995
Philipp Kirkorov,Russia,Russian,17.0,17.0,Kolybelnaya Dlya Vulkana,1995
Darja Svajger,Slovenia,Slovenian,7.0,84.0,Prisluhni Mi,1995
Anabel Conde,Spain,Spanish,2.0,119.0,Vuelve Conmigo,1995
Jan Johansen,Sweden,Swedish,3.0,100.0,Se På Mej,1995
Arzu Ece,Turkey,Turkish,16.0,21.0,Sev!,1995
Love City Groove,United Kingdom,English,10.0,76.0,Love City Groove,1995
George Nußbaumer,Austria,"German,Voralbergian",10.0,68.0,Weil's Dr Guat Got,1996
Lisa del Bo,Belgium,Dutch,16.0,22.0,Liefde Is Een Kaartspel,1996
Amila Glamocak,Bosnia & Herzegovina,Bosnian,22.0,13.0,Za Našu Ljubav,1996
Maja Blagdan,Croatia,Croatian,4.0,98.0,Sveta Ljubav,1996
Constantinos,Cyprus,Greek,9.0,72.0,Móno Gia Más,1996
Ivo Linna and Maarja-Liis Ilus,Estonia,Estonian,5.0,94.0,Kaelakee Hääl,1996
Jasmine,Finland,Finnish,23.0,9.0,Niin Kaunis On Taivas,1996
Dan Ar Braz et l'Héritage des Celtes,France,Breton,19.0,18.0,Diwanit Bugale,1996
Marianna Efstratiou,Greece,Greek,14.0,36.0,Emis Forame To Himona Anixiatika,1996
Anna Mjöll,Iceland,Icelandic,13.0,51.0,Sjúbídú,1996
Eimear Quinn,Ireland,English,1.0,162.0,The Voice,1996
Miriam Christine,Malta,English,10.0,68.0,In A Woman's Heart,1996
Maxine and Franklin Brown,Netherlands,Dutch,7.0,78.0,De Eerste Keer,1996
Elisabeth Andreasson,Norway,Norwegian,2.0,114.0,I Evighet,1996
Kasia Kowalska,Poland,Polish,15.0,31.0,Chce Znac Swój Grzech,1996
Lúcia Moniz,Portugal,Portuguese,6.0,92.0,O Meu Coração Não Tem Cor,1996
Marcel Palonder,Slovakia,Slovakian,18.0,19.0,Kým Nás Máš,1996
Regina,Slovenia,Slovenian,21.0,16.0,Dan najlepših sanj,1996
Antonio Carbonell,Spain,Spanish,20.0,17.0,"¡Ay, Qué Deseo!",1996
One More Time,Sweden,Swedish,3.0,100.0,Den Vilda,1996
Cathy Leander,Switzerland,French,16.0,22.0,Mon Coeur L'aime,1996
Şebnem Paker,Turkey,Turkish,12.0,57.0,Besinçi Mevsim,1996
Gina G,United Kingdom,English,8.0,77.0,Ooh...Aah...Just A Little Bit,1996
Bettina Soriat,Austria,German,21.0,12.0,One Step,1997
Alma Cardzic,Bosnia & Herzegovina,Bosnian,18.0,22.0,Goodbye,1997
ENI,Croatia,Croatian,17.0,24.0,Probudi Me,1997
Chara and Andreas Konstantinou,Cyprus,Greek,5.0,98.0,Mana Mou,1997
Kølig Kaj,Denmark,Danish,16.0,25.0,Stemmen I Mit Liv,1997
Maarja-Liis Ilus,Estonia,Estonian,8.0,82.0,Keelatud Maa,1997
Fanny,France,French,7.0,95.0,Sentiments Songes,1997
Bianca Shomburg,Germany,German,18.0,22.0,Zeit,1997
Marianna Zorba,Greece,Greek,12.0,39.0,Horepse,1997
VIP,Hungary,Hungarian,12.0,39.0,"Miert Kell, Hogy Elmenj?",1997
Paul Oscar,Iceland,Icelandic,20.0,18.0,Minn Hinsti Dans,1997
Marc Roberts,Ireland,English,2.0,157.0,Mysterious Woman,1997
Jalisse,Italy,Italian,4.0,114.0,Fiumi Di Parole,1997
Debbie Scerri,Malta,English,9.0,66.0,Let Me Fly,1997
Mrs. Einstein,Netherlands,Dutch,22.0,5.0,Niemand Heeft Nog Tijd,1997
Tor Endresen,Norway,Norwegian,24.0,0.0,San Francisco,1997
Anna Maria Jopek,Poland,Polish,11.0,54.0,Ale Jestem,1997
Célia Lawson,Portugal,Portuguese,24.0,0.0,Antes Do Adeus,1997
Alla Pugachova,Russia,Russian,15.0,33.0,Primadonna,1997
Tanja Ribic,Slovenia,Slovenian,10.0,60.0,Zbudi Se,1997
Marcos Llunas,Spain,Spanish,6.0,96.0,Sin Rencor,1997
Blond,Sweden,Swedish,14.0,36.0,Bara Hon älskar Mig,1997
Barbara Berta,Switzerland,Italian,22.0,5.0,Dentro Di Me,1997
Sebnem Paker and Group Etnic,Turkey,Turkish,3.0,121.0,Dinle,1997
Katrina and The Waves,United Kingdom,English,1.0,227.0,Love Shine A Light,1997
Mélanie Cohl,Belgium,French,6.0,122.0,Dis Oui,1998
Danijela,Croatia,Croatian,5.0,131.0,Neka Mi Ne Svane,1998
Michael Hajiyanni,Cyprus,Greek,11.0,37.0,Genesis,1998
Koit Toome,Estonia,Estonian,12.0,36.0,Mere Lapsed,1998
Edea,Finland,Finnish,15.0,22.0,Aava,1998
Marie-Line,France,French,24.0,3.0,Où Aller,1998
Guildo Horn,Germany,German,7.0,86.0,Guildo Hat Euch Lieb,1998
Dionysia and Thalassa group,Greece,Greek,20.0,12.0,Mia Krifi Evaisthissia,1998
Charlie,Hungary,Hungarian,23.0,4.0,A Holnap Már Ném Lesz Szomorú,1998
Dawn,Ireland,English,9.0,64.0,Is Always Over Now?,1998
Dana International,Israel,Hebrew,1.0,172.0,Diva,1998
Chiara,Malta,English,3.0,165.0,The One That I Love,1998
Edsilia Rombley,Netherlands,Dutch,4.0,150.0,Hemel En Aarde,1998
Vlado Janevski,North Macedonia,Macedonian,19.0,16.0,"Ne Zori, Zoro",1998
Lars A. Fredriksen,Norway,Norwegian,8.0,79.0,Alltid Sommer,1998
Sixteen,Poland,Polish,17.0,19.0,To Takie Proste,1998
Alma Lusa,Portugal,Portuguese,12.0,36.0,Se Eu Te Pudesse Abraçar,1998
Malina Olinescu,Romania,Romanian,22.0,6.0,Eu Cred,1998
Katarína Hasprová,Slovakia,Slovak,21.0,8.0,Modlitba,1998
Vili Resnik,Slovenia,Slovenian,18.0,17.0,Naj Bogovi Slišijo,1998
Mikel Herzog,Spain,Spanish,16.0,21.0,¿Qué Voy A Hacer Sin Ti?,1998
Jill Johnson,Sweden,Swedish,10.0,53.0,Kärleken är,1998
Gunvor,Switzerland,German,25.0,0.0,Lass Ihn,1998
Tüzmen,Turkey,Turkish,14.0,25.0,Unutamazsin,1998
Imaani,United Kingdom,English,2.0,166.0,Where Are You?,1998
Bobbie Singer,Austria,English,10.0,65.0,Reflection,1999
Vanessa Chinitor,Belgium,English,12.0,38.0,Like The Wind,1999
Dino and Beatrice,Bosnia & Herzegovina,Bosnian,7.0,86.0,Putnici,1999
Doris Dragovic,Croatia,Croatian,4.0,118.0,Marija Magdalena,1999
Marlain Angelidou,Cyprus,Greek,22.0,2.0,Tha'nai Erotas,1999
Trine Jepsen & Michael Teschl,Denmark,English,8.0,71.0,This Time (i Mean It),1999
Evelin Samuel and Camille,Estonia,English,6.0,90.0,Diamond Of Night,1999
Nayah,France,French,19.0,14.0,Je Veux Donner Ma Voix,1999
Sürpriz,Germany,German,3.0,140.0,Reise Nach Jerusalem - Kudüs'e Seyahat,1999
Selma Björnsdóttir,Iceland,English,2.0,146.0,All Out Of Luck,1999
The Mullan's,Ireland,English,17.0,18.0,When You Need Me,1999
Eden,Israel,"Hebrew,English",5.0,93.0,Yom Huledeth,1999
Aiste Smilgeviciute,Lithuania,Samogitian,20.0,13.0,Strazdas,1999
Times 3,Malta,English,15.0,32.0,Believe 'n Peace,1999
Marlayne,Netherlands,Dutch,8.0,71.0,One Good Reason,1999
Stig André Van Eijk,Norway,English,14.0,35.0,Living My Life Without You,1999
Mietek (Mieczyslaw) Szczesniak,Poland,Polish,18.0,17.0,Przytul Mnie Mocno,1999
Rui Bandeira,Portugal,Portuguese,21.0,12.0,Como Tudo Começou,1999
Darja Svajger,Slovenia,English,11.0,50.0,For A Thousand Years,1999
Lydia,Spain,Spanish,23.0,1.0,No Quiero Escuchar,1999
Charlotte Nilsson,Sweden,English,1.0,163.0,Take Me To Your Heaven,1999
Tuba Önal & Grup Mystik,Turkey,Turkish,16.0,21.0,Dön Artik,1999
Precious,United Kingdom,English,12.0,38.0,Say It Again,1999
The rounder girls,Austria,English,14.0,34.0,All To You,2000
Nathalie Sorce,Belgium,French,24.0,2.0,Envie De Vivre,2000
Goran Karan,Croatia,Croatian,9.0,70.0,Kada Zaspu Andeli,2000
Voice,Cyprus,"Greek,Italian",21.0,8.0,Nomiza,2000
Olsen brothers,Denmark,English,1.0,195.0,Fly On The Wings Of Love,2000
Ines,Estonia,English,4.0,98.0,Once In A Lifetime,2000
Nina Åström,Finland,English,18.0,18.0,A Little Bit,2000
Sofia Mestari,France,French,23.0,5.0,On Aura Le Ciel,2000
Stefan Raab,Germany,"German,English",5.0,96.0,Wadde Hadde Dudde Da,2000
Einer Augúst Víðisson en Telma Augústdóttir,Iceland,English,12.0,45.0,Tell Me!,2000
Eamonn Toal,Ireland,English,6.0,92.0,Millennium Of Love,2000
Ping Pong,Israel,Hebrew,22.0,7.0,Sa'me'akh,2000
BrainStorm,Latvia,English,3.0,136.0,My Star,2000
Claudette Pace,Malta,English,8.0,73.0,Desire,2000
Linda Wagenmakers,Netherlands,English,13.0,40.0,No Goodbyes,2000
XXL,North Macedonia,Macedonian,15.0,29.0,100\% Te Ljubam,2000
Charmed,Norway,English,11.0,57.0,My Heart Goes Boom,2000
Taxi,Romania,English,17.0,25.0,The Moon,2000
Alsou,Russia,English,2.0,155.0,Solo,2000
Serafín Zubiri,Spain,Spanish,18.0,18.0,Colgado De Un Sueño,2000
Roger Pontare,Sweden,English,7.0,88.0,When Spirits Are Calling My Name,2000
Jane Bogaert,Switzerland,Italian,20.0,14.0,La Vita Cos'è?,2000
Pinar Ayhan & S.O.S. band,Turkey,Turkish,10.0,59.0,Yorgunum Anla,2000
Nicki French,United Kingdom,English,16.0,28.0,Don't Play That Song Again,2000
Nino,Bosnia & Herzegovina,"Bosnian,English",14.0,29.0,Hano,2001
Vanna,Croatia,English,10.0,42.0,Strings Of My Heart,2001
Rollo & King,Denmark,English,2.0,177.0,Never Ever Let You Go,2001
"Tanel Padar, Dave Benton & 2XL",Estonia,English,1.0,198.0,Everybody,2001
Natasha St-Pier,France,"French,English",4.0,142.0,Je N'ai Que Mon âme,2001
Michelle,Germany,"German,English",8.0,66.0,Wer Liebe Lebt,2001
Antique,Greece,"Greek,English",3.0,147.0,Die For You,2001
TwoTricky,Iceland,English,22.0,3.0,Angel,2001
Gary O'Shaughnessy,Ireland,English,21.0,6.0,Without Your Love,2001
Tal Sondak,Israel,Hebrew,16.0,25.0,Ein Davar,2001
Arnis Mednis,Latvia,English,18.0,16.0,Too Much,2001
Skamp,Lithuania,"English,Lithuanian",13.0,35.0,You Got Style,2001
Fabrizio Faniello,Malta,English,9.0,48.0,Another Summer Night,2001
Michelle,Netherlands,English,18.0,16.0,Out On My Own,2001
Haldor Lægreid,Norway,English,22.0,3.0,On My Own,2001
Piasek,Poland,English,20.0,11.0,2 Long,2001
MTM,Portugal,Portuguese,17.0,18.0,Só Sei Ser Feliz Assim,2001
Mumiy troll,Russia,English,12.0,37.0,Lady Alpine Blue,2001
Nuša Derenda,Slovenia,English,7.0,70.0,Energy,2001
David Civera,Spain,Spanish,6.0,76.0,Dile Que La Quiero,2001
Friends,Sweden,English,5.0,100.0,Listen To Your Heartbeat,2001
Sedat Yüce,Turkey,"Turkish,English",11.0,41.0,Sevgiliye Son,2001
Lindsay D.,United Kingdom,English,15.0,28.0,No Dream Impossible,2001
Manuel Ortega,Austria,English,18.0,26.0,Say A Word,2002
Sergio & the Ladies,Belgium,English,13.0,33.0,Sister,2002
Maja,Bosnia & Herzegovina,Bosnian,13.0,33.0,Na Jastuku Za Dvoje,2002
Vesna Pisarovic,Croatia,English,11.0,44.0,Everything I Want,2002
One,Cyprus,English,6.0,85.0,Gimme,2002
Malene,Denmark,English,24.0,7.0,Tell Me Who You Are,2002
Sahléne,Estonia,English,3.0,111.0,Runaway,2002
Laura,Finland,English,20.0,24.0,Addicted To You,2002
Sandrine François,France,French,5.0,104.0,Il Faut Du Temps,2002
Corinna May,Germany,English,21.0,17.0,I Can't Live Without Music,2002
Michalis Rakintzis,Greece,English,17.0,27.0,S.A.G.A.P.O.,2002
Sarit Hadad,Israel,"Hebrew,English",12.0,37.0,Light A Candle,2002
Marie N,Latvia,English,1.0,176.0,I Wanna,2002
Aivaras,Lithuania,English,23.0,12.0,Happy You,2002
Ira Losco,Malta,English,2.0,164.0,7th Wonder,2002
Karolina,North Macedonia,Macedonian,19.0,25.0,Od Nas Zavisi,2002
Monica Anghel & Marcel Pavel,Romania,English,9.0,71.0,Tell Me Why,2002
Prime minister,Russia,English,10.0,55.0,Northern Girl,2002
Sestre,Slovenia,Slovenian,13.0,33.0,Samo Ljubezen,2002
Rosa,Spain,Spanish,7.0,81.0,Europe's Living A Celebration,2002
Afro-dite,Sweden,English,8.0,72.0,Never Let It Go,2002
Francine Jordi,Switzerland,French,22.0,15.0,Dans Le Jardin De Mon Âme,2002
Buket Bengisu & Saphire,Turkey,"Turkish,English",16.0,29.0,Leylaklar Soldu Kalbinde,2002
Jessica Garlick,United Kingdom,English,3.0,111.0,Come Back,2002
Alf Poier,Austria,German,6.0,101.0,Weil Der Mensch Zählt,2003
Urban Trad,Belgium,Imaginary Language,2.0,165.0,Sanomi,2003
Mija Martina,Bosnia & Herzegovina,Bosnian,16.0,27.0,Ne Brini,2003
Claudia Beni,Croatia,"Croatian,English",15.0,29.0,Vie Nisam Tvoja,2003
Stelios Constantas,Cyprus,English,20.0,15.0,Feeling Alive,2003
Ruffus,Estonia,English,21.0,14.0,Eighties Coming Back,2003
Louisa Baileche,France,French,18.0,19.0,Monts Et Merveilles,2003
Lou,Germany,English,11.0,53.0,Let's Get Happy,2003
Mando,Greece,English,17.0,25.0,Never Let You Go,2003
Birgitta,Iceland,English,8.0,81.0,Open Your Heart,2003
Mickey Harte,Ireland,English,11.0,53.0,Weve Got The World,2003
Lior Narkis,Israel,"Hebrew,English",19.0,17.0,Words For Love,2003
F.L.Y.,Latvia,English,24.0,5.0,Hello From Mars,2003
Lynn Chirchop,Malta,English,25.0,4.0,To Dream Again,2003
Esther Hart,Netherlands,English,13.0,45.0,One More Night,2003
Jostein Hasselgård,Norway,English,4.0,123.0,I'm Not Afraid To Move On,2003
Ich Troje,Poland,"Polish,German,Russian",7.0,90.0,Keine Grenzen - Zadnych Granic,2003
Rita Guerra,Portugal,Portuguese,22.0,13.0,Deixa-me Sonhar,2003
Nicola,Romania,English,10.0,73.0,Dont Break My Heart,2003
t.A.T.u.,Russia,Russian,3.0,164.0,"Ne Ver, Ne Boisia",2003
Karmen,Slovenia,English,23.0,7.0,Nanana,2003
Beth,Spain,Spanish,8.0,81.0,Dime,2003
Fame,Sweden,English,5.0,107.0,Give Me Your Love,2003
Sertab Erener,Turkey,English,1.0,167.0,Everyway That I Can,2003
Olexandr,Ukraine,English,14.0,30.0,Hasta La Vista,2003
Jemini,United Kingdom,English,26.0,0.0,Cry Baby,2003
Anjeza Shahini,Albania,English,7.0,106.0,The Image Of You,2004
Marta Roure,Andorra,Catalan,,,Jugarem A Estimar-nos,2004
Tie Break,Austria,German,21.0,9.0,Du Bist,2004
Aleksandra & Konstantin,Belarus,English,,,My Galileo,2004
Xandee,Belgium,English,22.0,7.0,1 Life,2004
Deen,Bosnia & Herzegovina,English,9.0,91.0,In The Disco,2004
Ivan Mikulic,Croatia,English,12.0,50.0,You Are The Only One,2004
Lisa Andreas,Cyprus,English,5.0,170.0,Stronger Every Minute,2004
Tomas Thordarson,Denmark,English,,,Shame On You,2004
Neiokõsõ,Estonia,Võro language,,,Tii,2004
Jari Sillanpää,Finland,English,,,Takes 2 To Tango,2004
Jonatan Cerrada,France,French,15.0,40.0,A Chaque Pas,2004
Max (Maximilian Mutzke),Germany,"English,Turkish",8.0,93.0,Can't Wait Until Tonight,2004
Sakis Rouvas,Greece,English,3.0,252.0,Shake It,2004
Jónsi,Iceland,English,19.0,16.0,Heaven,2004
Chris Doran,Ireland,English,22.0,7.0,If My World Stopped Turning,2004
David D'or,Israel,"Hebrew,English",,,Le'ha'amin,2004
Fomins & Kleins,Latvia,Latvian,,,Dziesma Par Laimi,2004
Linas ir Simona,Lithuania,English,,,What's Happened To Your Love,2004
Julie & Ludwig,Malta,English,12.0,50.0,On Again... Off Again,2004
Maryon,Monaco,French,,,Notre Planète,2004
Re-union,Netherlands,English,20.0,11.0,Without You,2004
Tose Proeski,North Macedonia,English,14.0,47.0,Life,2004
Knut Anders Sørum,Norway,English,24.0,3.0,High,2004
Blue Cafe,Poland,English,17.0,27.0,Love Song,2004
Sofia,Portugal,Portuguese,,,Foi Magia,2004
Sanda Ladosi,Romania,English,18.0,18.0,I Admit,2004
Julia Savicheva,Russia,English,11.0,67.0,Believe Me,2004
Željko Joksimović,Serbia & Montenegro,Serbian,2.0,263.0,Lane Moje,2004
Platin,Slovenia,English,,,Stay Forever,2004
Ramón,Spain,Spanish,10.0,87.0,Para Llenarme De Ti,2004
Lena Philipsson,Sweden,English,5.0,170.0,It Hurts,2004
Piero Esteriore & the MusicStars,Switzerland,English,,,Celebrate,2004
Athena,Turkey,English,4.0,195.0,For Real,2004
Ruslana,Ukraine,"English,Ukranian",1.0,280.0,Wild Dances,2004
James Fox,United Kingdom,English,16.0,29.0,Hold On To Our Love,2004
Ledina Celo,Albania,English,16.0,53.0,Tomorrow I Go,2005
Marian van de Wal,Andorra,Catalan,,,La Mirada Interior,2005
Global.Kryner,Austria,"English,Spanish",,,Y Así,2005
Angelica Agurbash,Belarus,English,,,Love Me Tonight,2005
Nuno Resende,Belgium,French,,,Le Grand Soir,2005
Feminnem,Bosnia & Herzegovina,English,14.0,79.0,Call Me,2005
Kaffe,Bulgaria,English,,,Lorraine,2005
Boris Novkovic feat. Lado members,Croatia,Croatian,11.0,115.0,Vukovi Umiru Sami,2005
Constantinos Christoforou,Cyprus,English,18.0,46.0,Ela Ela,2005
Jakob Sveistrup,Denmark,English,9.0,125.0,Talking To You,2005
Suntribe,Estonia,English,,,Let's Get Loud,2005
Geir Rönning,Finland,English,,,Why,2005
Ortal,France,French,23.0,11.0,Chacun Pense à Soi,2005
Gracia,Germany,English,24.0,4.0,Run & Hide,2005
Helena Paparizou,Greece,English,1.0,230.0,My Number One,2005
NOX,Hungary,Hungarian,12.0,97.0,Forogj Világ,2005
Selma,Iceland,English,,,If I Had Your Love,2005
Donna and Joseph McCaul,Ireland,English,,,Love?,2005
Shiri Maymon,Israel,"Hebrew,English",4.0,154.0,Hasheket Shenish'ar,2005
Walter & Kazha,Latvia,English,5.0,153.0,The War Is Not Over,2005
Laura and the Lovers,Lithuania,English,,,Little By Little,2005
Chiara,Malta,English,2.0,192.0,Angel,2005
Zdob si Zdub,Moldova,"Romanian,English",6.0,148.0,Boonika Bate Toba,2005
Lise Darly,Monaco,French,,,Tout De Moi,2005
Glennis Grace,Netherlands,English,,,My Impossible Dream,2005
Martin Vucic,North Macedonia,English,17.0,52.0,Make My Day,2005
Wig Wam,Norway,English,9.0,125.0,In My Dreams,2005
Ivan & Delfin,Poland,"Polish,Russian",,,Czarna Dziewczyna,2005
2B,Portugal,"Portuguese,English",,,Amar,2005
Luminita Anghel & Sistem,Romania,English,3.0,158.0,Let Me Try,2005
Natalia Podolskaya,Russia,English,15.0,57.0,Nobody Hurt No One,2005
No Name,Serbia & Montenegro,"Serbo,Croat",7.0,137.0,Zauvijek Moja,2005
Omar Naber,Slovenia,Slovenian,,,Stop,2005
Son de sol,Spain,Spanish,21.0,28.0,Brujería,2005
Martin Stenmarck,Sweden,English,19.0,30.0,Las Vegas,2005
Vanilla Ninja,Switzerland,English,8.0,128.0,Cool Vibes,2005
Gülseren,Turkey,Turkish,13.0,92.0,Rimi Rimi Ley,2005
Greenjolly,Ukraine,"Ukrainan,English",19.0,30.0,Razom Nas Bahato,2005
Javine,United Kingdom,English,22.0,18.0,Touch My Fire,2005
Luiz Ejlli,Albania,Albanian,,,Zjarr E Ftohtë,2006
Jennifer,Andorra,Catalan,,,Sense Tu,2006
André,Armenia,English,8.0,129.0,Without Your Love,2006
Polina Smolova,Belarus,English,,,Mum,2006
Kate Ryan,Belgium,English,,,Je T'adore,2006
Hari Mata Hari,Bosnia & Herzegovina,Bosnian,3.0,229.0,Lejla,2006
Mariana Popova,Bulgaria,English,,,Let Me Cry,2006
Severina,Croatia,Croatian,12.0,56.0,Moja Štikla,2006
Annet Artani,Cyprus,English,,,Why Angels Cry,2006
Sidsel Ben Semmane,Denmark,English,18.0,26.0,Twist Of Love,2006
Sandra,Estonia,English,,,Through My Window,2006
Lordi,Finland,English,1.0,292.0,Hard Rock Hallelujah,2006
Virginie Pouchin,France,French,22.0,5.0,Il était Temps,2006
Texas Lightning,Germany,English,14.0,36.0,"No, No, Never",2006
Anna Vissi,Greece,English,9.0,128.0,Everything,2006
Silvia Night,Iceland,English,,,Congratulations,2006
Brian Kennedy,Ireland,English,10.0,93.0,Every Song Is A Cry For Love,2006
Eddie Butler,Israel,"Hebrew,English",23.0,4.0,Ze Hazman,2006
Cosmos,Latvia,English,16.0,30.0,I Hear Your Heart,2006
LT United,Lithuania,English,6.0,162.0,We Are The Winners,2006
Fabrizio Faniello,Malta,English,24.0,1.0,I Do,2006
Arsenium & Natalia Gordienko,Moldova,English,20.0,22.0,Loca,2006
Séverine Ferrer,Monaco,"French,Tahitian",,,La Coco-dance,2006
Treble,Netherlands,"Imaginary Language,English",,,Amambanda,2006
Elena Risteska,North Macedonia,"Macedonian,English",12.0,56.0,Ninanajna,2006
Christine Guldbrandsen,Norway,Norwegian,14.0,36.0,Alvedansen,2006
Ich Troje,Poland,"Polish,English,Spanish,German,Russian",,,Follow My Heart,2006
Nonstop,Portugal,"Portuguese,English",,,Coisas De Nada,2006
Mihai Traistariu,Romania,"English,Italian",4.0,172.0,Tornero,2006
Dima Bilan,Russia,English,2.0,248.0,Never Let You Go,2006
Anej Dean,Slovenia,English,,,Mr. Nobody,2006
Las Ketchup,Spain,Spanish,21.0,18.0,Bloody Mary,2006
Carola,Sweden,English,5.0,170.0,Invincible,2006
Six4One,Switzerland,English,16.0,30.0,If We All Give A Little,2006
Sibel Tüzün,Turkey,Turkish,11.0,91.0,Superstar,2006
Tina Karol,Ukraine,English,7.0,145.0,Show Me Your Love,2006
Daz Sampson,United Kingdom,English,19.0,25.0,Teenage Life,2006
Aida & Frederik Ndoci,Albania,English,,,Hear My Plea,2007
Anonymous,Andorra,Catalan,,,Salvem El Món,2007
Hayko,Armenia,"English,Armenian",8.0,138.0,Anytime You Need,2007
Eric Papilaya,Austria,English,,,Get A Life - Get Alive,2007
Dmitry Koldun,Belarus,English,6.0,145.0,Work Your Magic,2007
The KMG's,Belgium,English,,,Love Power,2007
Marija Sestic,Bosnia & Herzegovina,Bosnian,11.0,106.0,Rijeka Bez Imena,2007
Elitsa Todorova & Stoyan Yankulov,Bulgaria,Bulgarian,5.0,157.0,Water,2007
Dragonfly feat. Dado Topic,Croatia,"Croatian,English",,,Vjerujem U Ljubav,2007
Evridiki,Cyprus,French,,,"Comme Ci, Comme ça",2007
Kabát,Czech Republic,Czech,,,Malá Dáma,2007
DQ,Denmark,English,,,Drama Queen,2007
Gerli Padar,Estonia,English,,,Partners In Crime,2007
Hanna Pakarinen,Finland,English,17.0,53.0,Leave Me Alone,2007
Les Fatals Picards,France,"French,English",22.0,19.0,L'amour à La Française,2007
Sopho,Georgia,English,12.0,97.0,Visionary Dream,2007
Roger Cicero,Germany,German,19.0,49.0,Frauen Regieren Die Welt,2007
Sarbel,Greece,English,7.0,139.0,Yassou Maria,2007
Magdi Rúzsa,Hungary,English,9.0,128.0,Unsubstantial Blues,2007
Eiríkur Hauksson,Iceland,English,,,Valentine Lost,2007
Dervish,Ireland,English,24.0,5.0,They Can't Stop The Spring,2007
Teapacks,Israel,"English,French,Hebrew",,,Push The Button,2007
Bonaparti.lv,Latvia,Italian,16.0,54.0,Questa Notte,2007
4Fun,Lithuania,English,21.0,28.0,Love Or Leave,2007
Olivia Lewis,Malta,English,,,Vertigo,2007
Natalia Barbu,Moldova,English,10.0,109.0,Fight,2007
Stevan Faddy,Montenegro,Montenegrin,,,Ajde Kroci,2007
Edsilia Rombley,Netherlands,English,,,On Top Of The World,2007
Karolina,North Macedonia,"Macedonian,English",14.0,73.0,Mojot Svet,2007
Guri Schanke,Norway,"English,Spanish",,,Ven A Bailar Conmigo,2007
The Jet Set,Poland,English,,,Time To Party,2007
Sabrina,Portugal,"Portuguese,English,French,Spanish",,,Dança Comigo (vem Ser Feliz),2007
Todomondo,Romania,"English,Italian,Spanish,Russian,French,Romanian",13.0,84.0,"Liubi, Liubi, I Love You",2007
Serebro,Russia,English,3.0,207.0,Song # 1,2007
Marija Šerifović,Serbia,Serbian,1.0,268.0,Molitva,2007
Alenka Gotar,Slovenia,Slovenian,15.0,66.0,Cvet Z Juga,2007
NASH,Spain,Spanish,20.0,43.0,I Love You Mi Vida,2007
The Ark,Sweden,English,18.0,51.0,The Worrying Kind,2007
DJ BoBo,Switzerland,English,,,Vampires Are Alive,2007
Kenan Dogulu,Turkey,English,4.0,163.0,Shake It Up Shekerim,2007
Verka Serduchka,Ukraine,"Russian,German,English",2.0,235.0,Dancing Lasha Tumbai,2007
Scooch,United Kingdom,English,22.0,19.0,Flying The Flag (for You),2007
Olta Boka,Albania,Albanian,17.0,55.0,Zemrën E Lamë Peng,2008
Gisela,Andorra,Norwegian,,,Casanova,2008
Sirusho,Armenia,"English,Armenian",4.0,199.0,"Qele, Qele",2008
Elnur & Samir,Azerbaijan,English,8.0,132.0,Day After Day,2008
Ruslan Alehno,Belarus,English,,,Hasta La Vista,2008
Ishtar,Belgium,Imaginary language,,,O Julissi,2008
Laka,Bosnia & Herzegovina,Bosnian,10.0,110.0,Pokušaj,2008
Deep Zone & Balthazar,Bulgaria,English,,,"DJ, Take Me Away",2008
Kraljevi Ulice & 75 Cents,Croatia,Croatian,21.0,44.0,Romanca,2008
Evdokia Kadi,Cyprus,Greek,,,Femme Fatale,2008
Tereza Kerndlová,Czech Republic,English,,,Have Some Fun,2008
Simon Mathew,Denmark,English,15.0,60.0,All Night Long,2008
Kreisiraadio,Estonia,"Serbian,German,Finnish",,,Leto Svet,2008
Teräsbetoni,Finland,Finnish,22.0,35.0,Missä Miehet Ratsastaa,2008
Sébastien Tellier,France,"English,French",19.0,47.0,Divine,2008
Diana Gurtskaya,Georgia,English,11.0,83.0,Peace Will Come,2008
No Angels,Germany,English,23.0,14.0,Disappear,2008
Kalomira,Greece,English,3.0,218.0,Secret Combination,2008
Csézy,Hungary,"English,Hungarian",,,Candlelight,2008
Euroband,Iceland,English,14.0,64.0,This Is My Life,2008
Dustin the Turkey,Ireland,English,,,Irelande Douze Pointe,2008
Boaz,Israel,"Hebrew,English",9.0,124.0,The Fire In Your Eyes,2008
Pirates Of The Sea,Latvia,English,12.0,83.0,Wolves Of The Sea,2008
Jeronimas Milius,Lithuania,English,,,Nomads In The Night,2008
Morena,Malta,English,,,Vodka,2008
Geta Burlacu,Moldova,English,,,A Century Of Love,2008
Stefan Filipović,Montenegro,Montenegrin,,,Zauvijek Volim Te,2008
Hind,Netherlands,English,,,Your Heart Belongs To Me,2008
"Tamara, Vrčak & Adrijan",North Macedonia,English,,,Let Me Love You,2008
Maria,Norway,English,5.0,182.0,Hold On Be Strong,2008
Isis Gee,Poland,English,24.0,14.0,For Life,2008
Vânia Fernandes,Portugal,Portuguese,13.0,69.0,Senhora Do Mar (Negras Águas),2008
Nico & Vlad,Romania,"Romanian,Italian",20.0,45.0,Pe-o Margine De Lume,2008
